"global_step","honest-sweep-20 - _step","honest-sweep-20 - _step__MIN","honest-sweep-20 - _step__MAX","honest-sweep-20 - rewards/step","honest-sweep-20 - rewards/step__MIN","honest-sweep-20 - rewards/step__MAX","upbeat-sweep-19 - _step","upbeat-sweep-19 - _step__MIN","upbeat-sweep-19 - _step__MAX","upbeat-sweep-19 - rewards/step","upbeat-sweep-19 - rewards/step__MIN","upbeat-sweep-19 - rewards/step__MAX","easy-sweep-13 - _step","easy-sweep-13 - _step__MIN","easy-sweep-13 - _step__MAX","easy-sweep-13 - rewards/step","easy-sweep-13 - rewards/step__MIN","easy-sweep-13 - rewards/step__MAX","helpful-sweep-9 - _step","helpful-sweep-9 - _step__MIN","helpful-sweep-9 - _step__MAX","helpful-sweep-9 - rewards/step","helpful-sweep-9 - rewards/step__MIN","helpful-sweep-9 - rewards/step__MAX","serene-sweep-7 - _step","serene-sweep-7 - _step__MIN","serene-sweep-7 - _step__MAX","serene-sweep-7 - rewards/step","serene-sweep-7 - rewards/step__MIN","serene-sweep-7 - rewards/step__MAX"
"83558400","1021","1021","1021","4366.57568359375","4366.57568359375","4366.57568359375","1021","1021","1021","4374.5263671875","4374.5263671875","4374.5263671875","1021","1021","1021","4477.90869140625","4477.90869140625","4477.90869140625","1021","1021","1021","4761.6357421875","4761.6357421875","4761.6357421875","1021","1021","1021","4650.38623046875","4650.38623046875","4650.38623046875"
"83804160","1024","1024","1024","4353.70361328125","4353.70361328125","4353.70361328125","1024","1024","1024","4390.21630859375","4390.21630859375","4390.21630859375","1024","1024","1024","4479.95068359375","4479.95068359375","4479.95068359375","1024","1024","1024","4760.89892578125","4760.89892578125","4760.89892578125","1024","1024","1024","4614.80712890625","4614.80712890625","4614.80712890625"
"84049920","1027","1027","1027","4369.3828125","4369.3828125","4369.3828125","1027","1027","1027","4386.93359375","4386.93359375","4386.93359375","1027","1027","1027","4480.84814453125","4480.84814453125","4480.84814453125","1027","1027","1027","4756.97509765625","4756.97509765625","4756.97509765625","1027","1027","1027","4656.65283203125","4656.65283203125","4656.65283203125"
"84295680","1030","1030","1030","4345.08349609375","4345.08349609375","4345.08349609375","1030","1030","1030","4388.845703125","4388.845703125","4388.845703125","1030","1030","1030","4480.6650390625","4480.6650390625","4480.6650390625","1030","1030","1030","4757.513671875","4757.513671875","4757.513671875","1030","1030","1030","4619.001953125","4619.001953125","4619.001953125"
"84541440","1033","1033","1033","4359.5859375","4359.5859375","4359.5859375","1033","1033","1033","4386.61328125","4386.61328125","4386.61328125","1033","1033","1033","4476.02783203125","4476.02783203125","4476.02783203125","1033","1033","1033","4752.8203125","4752.8203125","4752.8203125","1033","1033","1033","4653.51953125","4653.51953125","4653.51953125"
"84787200","1036","1036","1036","4375.00537109375","4375.00537109375","4375.00537109375","1036","1036","1036","4396.19287109375","4396.19287109375","4396.19287109375","1036","1036","1036","4474.9794921875","4474.9794921875","4474.9794921875","1036","1036","1036","4756.1513671875","4756.1513671875","4756.1513671875","1036","1036","1036","4666.68603515625","4666.68603515625","4666.68603515625"
"85032960","1039","1039","1039","4374.369140625","4374.369140625","4374.369140625","1039","1039","1039","4404.7783203125","4404.7783203125","4404.7783203125","1039","1039","1039","4473.1923828125","4473.1923828125","4473.1923828125","1039","1039","1039","4714.26220703125","4714.26220703125","4714.26220703125","1039","1039","1039","4669.0126953125","4669.0126953125","4669.0126953125"
"85278720","1042","1042","1042","4381.40380859375","4381.40380859375","4381.40380859375","1042","1042","1042","4378.83544921875","4378.83544921875","4378.83544921875","1042","1042","1042","4432.3046875","4432.3046875","4432.3046875","1042","1042","1042","4747.0185546875","4747.0185546875","4747.0185546875","1042","1042","1042","4651.01318359375","4651.01318359375","4651.01318359375"
"85524480","1045","1045","1045","4392.6064453125","4392.6064453125","4392.6064453125","1045","1045","1045","4385.3603515625","4385.3603515625","4385.3603515625","1045","1045","1045","4479.205078125","4479.205078125","4479.205078125","1045","1045","1045","4747.31884765625","4747.31884765625","4747.31884765625","1045","1045","1045","4668.7646484375","4668.7646484375","4668.7646484375"
"85770240","1048","1048","1048","4398.99755859375","4398.99755859375","4398.99755859375","1048","1048","1048","4355.3564453125","4355.3564453125","4355.3564453125","1048","1048","1048","4484.6376953125","4484.6376953125","4484.6376953125","1048","1048","1048","4743.78173828125","4743.78173828125","4743.78173828125","1048","1048","1048","4671.6796875","4671.6796875","4671.6796875"
"86016000","1051","1051","1051","4399.6328125","4399.6328125","4399.6328125","1051","1051","1051","4358.13525390625","4358.13525390625","4358.13525390625","1051","1051","1051","4487.28857421875","4487.28857421875","4487.28857421875","1051","1051","1051","4743.740234375","4743.740234375","4743.740234375","1051","1051","1051","4670.3056640625","4670.3056640625","4670.3056640625"
"86261760","1054","1054","1054","4338.40869140625","4338.40869140625","4338.40869140625","1054","1054","1054","4374.595703125","4374.595703125","4374.595703125","1054","1054","1054","4490.87255859375","4490.87255859375","4490.87255859375","1054","1054","1054","4743.4169921875","4743.4169921875","4743.4169921875","1054","1054","1054","4662.83984375","4662.83984375","4662.83984375"
"86507520","1057","1057","1057","4376.6484375","4376.6484375","4376.6484375","1057","1057","1057","4382.72998046875","4382.72998046875","4382.72998046875","1057","1057","1057","4493.9306640625","4493.9306640625","4493.9306640625","1057","1057","1057","4741.84716796875","4741.84716796875","4741.84716796875","1057","1057","1057","4667.87060546875","4667.87060546875","4667.87060546875"
"86753280","1060","1060","1060","4424.94775390625","4424.94775390625","4424.94775390625","1060","1060","1060","4392.77294921875","4392.77294921875","4392.77294921875","1060","1060","1060","4493.8212890625","4493.8212890625","4493.8212890625","1060","1060","1060","4752.638671875","4752.638671875","4752.638671875","1060","1060","1060","4669.904296875","4669.904296875","4669.904296875"
"86999040","1063","1063","1063","4434.408203125","4434.408203125","4434.408203125","1063","1063","1063","4399.86328125","4399.86328125","4399.86328125","1063","1063","1063","4492.92529296875","4492.92529296875","4492.92529296875","1063","1063","1063","4743.40283203125","4743.40283203125","4743.40283203125","1063","1063","1063","4645.38134765625","4645.38134765625","4645.38134765625"
"87244800","1066","1066","1066","4441.8701171875","4441.8701171875","4441.8701171875","1066","1066","1066","4400.052734375","4400.052734375","4400.052734375","1066","1066","1066","4456.19287109375","4456.19287109375","4456.19287109375","1066","1066","1066","4756.7587890625","4756.7587890625","4756.7587890625","1066","1066","1066","4652.6181640625","4652.6181640625","4652.6181640625"
"87490560","1069","1069","1069","4446.81005859375","4446.81005859375","4446.81005859375","1069","1069","1069","4393.45751953125","4393.45751953125","4393.45751953125","1069","1069","1069","4487.7880859375","4487.7880859375","4487.7880859375","1069","1069","1069","4757.2900390625","4757.2900390625","4757.2900390625","1069","1069","1069","4664.15673828125","4664.15673828125","4664.15673828125"
"87736320","1072","1072","1072","4453.6201171875","4453.6201171875","4453.6201171875","1072","1072","1072","4389.9326171875","4389.9326171875","4389.9326171875","1072","1072","1072","4497.49267578125","4497.49267578125","4497.49267578125","1072","1072","1072","4760.41259765625","4760.41259765625","4760.41259765625","1072","1072","1072","4662.40283203125","4662.40283203125","4662.40283203125"
"87982080","1075","1075","1075","4449.13232421875","4449.13232421875","4449.13232421875","1075","1075","1075","4393.7353515625","4393.7353515625","4393.7353515625","1075","1075","1075","4505.38427734375","4505.38427734375","4505.38427734375","1075","1075","1075","4767.42724609375","4767.42724609375","4767.42724609375","1075","1075","1075","4664.09912109375","4664.09912109375","4664.09912109375"
"88227840","1078","1078","1078","4450.03564453125","4450.03564453125","4450.03564453125","1078","1078","1078","4395.41455078125","4395.41455078125","4395.41455078125","1078","1078","1078","4505.34423828125","4505.34423828125","4505.34423828125","1078","1078","1078","4767.73095703125","4767.73095703125","4767.73095703125","1078","1078","1078","4656.0712890625","4656.0712890625","4656.0712890625"
"88473600","1081","1081","1081","4447.1689453125","4447.1689453125","4447.1689453125","1081","1081","1081","4383.99560546875","4383.99560546875","4383.99560546875","1081","1081","1081","4508.47216796875","4508.47216796875","4508.47216796875","1081","1081","1081","4765.90185546875","4765.90185546875","4765.90185546875","1081","1081","1081","4640.5234375","4640.5234375","4640.5234375"
"88719360","1084","1084","1084","4441.787109375","4441.787109375","4441.787109375","1084","1084","1084","4408.5615234375","4408.5615234375","4408.5615234375","1084","1084","1084","4511.08447265625","4511.08447265625","4511.08447265625","1084","1084","1084","4761.048828125","4761.048828125","4761.048828125","1084","1084","1084","4674.97314453125","4674.97314453125","4674.97314453125"
"88965120","1087","1087","1087","4417.34228515625","4417.34228515625","4417.34228515625","1087","1087","1087","4419.09375","4419.09375","4419.09375","1087","1087","1087","4513.08349609375","4513.08349609375","4513.08349609375","1087","1087","1087","4753.12158203125","4753.12158203125","4753.12158203125","1087","1087","1087","4669.3486328125","4669.3486328125","4669.3486328125"
"89210880","1090","1090","1090","4385.21630859375","4385.21630859375","4385.21630859375","1090","1090","1090","4429.69287109375","4429.69287109375","4429.69287109375","1090","1090","1090","4515.3779296875","4515.3779296875","4515.3779296875","1090","1090","1090","4739.5263671875","4739.5263671875","4739.5263671875","1090","1090","1090","4635.44140625","4635.44140625","4635.44140625"
"89456640","1093","1093","1093","4396.337890625","4396.337890625","4396.337890625","1093","1093","1093","4432.80517578125","4432.80517578125","4432.80517578125","1093","1093","1093","4515.48583984375","4515.48583984375","4515.48583984375","1093","1093","1093","4716.13232421875","4716.13232421875","4716.13232421875","1093","1093","1093","4667.00439453125","4667.00439453125","4667.00439453125"
"89702400","1096","1096","1096","4409.23291015625","4409.23291015625","4409.23291015625","1096","1096","1096","4435.19384765625","4435.19384765625","4435.19384765625","1096","1096","1096","4509.35009765625","4509.35009765625","4509.35009765625","1096","1096","1096","4741.10400390625","4741.10400390625","4741.10400390625","1096","1096","1096","4669.986328125","4669.986328125","4669.986328125"
"89948160","1099","1099","1099","4415.73388671875","4415.73388671875","4415.73388671875","1099","1099","1099","4440.3701171875","4440.3701171875","4440.3701171875","1099","1099","1099","4505.29150390625","4505.29150390625","4505.29150390625","1099","1099","1099","4713.3134765625","4713.3134765625","4713.3134765625","1099","1099","1099","4665.458984375","4665.458984375","4665.458984375"
"90193920","1102","1102","1102","4380.69384765625","4380.69384765625","4380.69384765625","1102","1102","1102","4444.3623046875","4444.3623046875","4444.3623046875","1102","1102","1102","4504.89697265625","4504.89697265625","4504.89697265625","1102","1102","1102","4723.18310546875","4723.18310546875","4723.18310546875","1102","1102","1102","4664.58203125","4664.58203125","4664.58203125"
"90439680","1105","1105","1105","4403.7275390625","4403.7275390625","4403.7275390625","1105","1105","1105","4448.56494140625","4448.56494140625","4448.56494140625","1105","1105","1105","4504.56689453125","4504.56689453125","4504.56689453125","1105","1105","1105","4712.5419921875","4712.5419921875","4712.5419921875","1105","1105","1105","4660.4609375","4660.4609375","4660.4609375"
"90685440","1108","1108","1108","4420.11181640625","4420.11181640625","4420.11181640625","1108","1108","1108","4449.88037109375","4449.88037109375","4449.88037109375","1108","1108","1108","4501.95263671875","4501.95263671875","4501.95263671875","1108","1108","1108","4715.7607421875","4715.7607421875","4715.7607421875","1108","1108","1108","4660.12548828125","4660.12548828125","4660.12548828125"
"90931200","1111","1111","1111","4398.3125","4398.3125","4398.3125","1111","1111","1111","4455.8349609375","4455.8349609375","4455.8349609375","1111","1111","1111","4484.0185546875","4484.0185546875","4484.0185546875","1111","1111","1111","4727.95703125","4727.95703125","4727.95703125","1111","1111","1111","4662.44677734375","4662.44677734375","4662.44677734375"
"91176960","1114","1114","1114","4418.0703125","4418.0703125","4418.0703125","1114","1114","1114","4462.509765625","4462.509765625","4462.509765625","1114","1114","1114","4489.42138671875","4489.42138671875","4489.42138671875","1114","1114","1114","4690.59912109375","4690.59912109375","4690.59912109375","1114","1114","1114","4660.6015625","4660.6015625","4660.6015625"
"91422720","1117","1117","1117","4416.25830078125","4416.25830078125","4416.25830078125","1117","1117","1117","4470.0380859375","4470.0380859375","4470.0380859375","1117","1117","1117","4484.80126953125","4484.80126953125","4484.80126953125","1117","1117","1117","4713.376953125","4713.376953125","4713.376953125","1117","1117","1117","4660.00390625","4660.00390625","4660.00390625"
